# Name: ascii_cat;
# Creation Date: 2022-07-19T15:33:20.120704;
# Description: Catalogue of events resulting from the HelioNER code (Dablanc & Génot, "https://github.com/ADablanc/BibHelioTech.git") on the papers mentionning MMS as listed in the third column by their DOI. The two first columns are the start/stop times of the event; the fourth column is the MMS with the list of instruments (1 or more) listed in the fifth column. The sixth column is the most probable region of space where the observation took place (SPASE ObservedRegions term).
# Parameter 1: id:column1; name:DOI; size:1; type:char;
# Parameter 2: id:column2; name:SATS; size:1; type:char;
# Parameter 3: id:column3; name:INSTS; size:1; type:char;
# Parameter 4: id:column4; name:REGS; size:1; type:char;
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:29:57.233 2015-09-08T10:29:57.235 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
2015-09-08T10:30:21.495 2015-09-08T10:30:21.505 https://doi.org/10.3389/fspas.2021.760885 "MMS" "FPI,DES,ADP,DIS" "Earth.Magnetosphere"
